5248213;0;DAIANA ELWOOD;CANESSA;HUENCHULEO;-;-;0
18273402;1;GABRIEL MARCIAL;ALUCEMA;DEPAUX;-;-;0
7388900;9;DIANE MAHATMA;LEVY;PEREZ-YOSEF;-;-;0
8537577;8;FRANCES YASSEL;KLEIN;JORDANA;-;-;0
13396977;8;ALFONSINA ORIANA;RIZIK;LASSERRE;-;-;0
12525678;0;MARCO SAMIR;TIEDEMANN;VAILLANT;-;-;0
25190034;5;DAMIÁN IRIS;SAN CRISTÓBAL;JULIÁ;-;-;0
13269680;1;PETER FLOREN;ROVANO;ALCA;-;-;0
8973098;4;LIZETTE ILIA;TARTARI;OBRIEN;-;-;0
16405489;7;TERESA GLADYS;VUKASOVIC;BETTIZ;-;-;0
8375977;5;DARKANYALI DENIS;OROS;VIO;-;-;0
24791715;4;CHRISTIE EMILIO;PAZOS;RUIZ;-;-;0
5318184;4;NILIMA ARNALDO;PEÑAILILLO;VEGA;-;-;0
17593486;2;TITO DANTE;JOCIC;BRIONES;-;-;0
14438839;7;ANGÉLICA MATHIAS;QUINTRILEO;LASTRA;-;-;0
15871863;7;MARÍAPAZ ANABELLE;NAHUELÁN;ALQUINTA;-;-;0
11302330;6;SIHOMARA BETSABÉ;ROSA;CESPEDES;-;-;0
23169485;0;CARLO YULY;MACAYA;SUKNI;-;-;0
13945351;4;DAFNAH SCARLETH;GARÍN;LOWICK-RUSSELL;-;-;0
8525451;2;TAIS NALDY;LAVIN;MUNCHMEYER;-;-;0
6329943;7;OTONIEL JOYLETT;MONTEIROT;EGAÑA;-;-;0
4693287;0;ANGEL AVELIN;MAUREIRA;MANRIQUEZ;-;-;0
6056493;5;GUNTHER RONINIE;SILVA;CANIHUANTE;-;-;0
18573176;K;LOLA BENNY;BUGUEÑO;ESPÍNOLA;-;-;0
22493817;9;MARIAJESUS SAVKA;DEVAUD;RUMOROSO;-;-;0
19584901;5;YEHIMY SUSAN;RAQUILEO;MOSSO;-;-;0
15622108;4;KRISHNA LUJÁN;BERNALES;LINARES;-;-;0
15809844;7;OSVALDO ARLENE;BASSI;DE RUYT;-;-;0
6263400;0;ILAN SONIA;PERALES;NOVAL;-;-;0
4151275;3;JONSLENY FARIDDE;CAYUL;ZÁRATE;-;-;0
5106797;2;LAUTARO MERICIA;CHÁVEZ;MATAMOROS;-;-;0
14563412;3;CHARITO LORENZO;DOWNEY;MORCHIO;-;-;0
25113688;9;GIORGINA ZORAN;GORAYEB;LILLO;-;-;0
6450716;7;DORA LILYBELL;MESSINA;SARMIENTO;-;-;0
10918457;8;ESPERAN CECILIA;VICTORIANO;CAÑETE;-;-;0
8650265;5;ANAIS SARAY;ZANOTTI;VELÁSQUEZ;-;-;0
12197090;5;MARIBEL GUNTHER;MANDIOLA;CRUZ COKE;-;-;0
17402831;2;NAZMY LEBBY;GILBERT;FELIU;-;-;0
7169862;K;STEICY HERNITA;PAIVA;DROUILLAS;-;-;0
9365722;7;BRYAN SCARLETTE;RENCORET;ARZOLA;-;-;0
25103671;2;ESMILIAN FAVIOLA;ICETA;ACEVEDO;-;-;0
23626990;6;JOSEFINA YECZABETH;MERCURIO;CEREÑO;-;-;0
6244914;3;ARCHIVALDO JENIFER;TERAN;CARES;-;-;0
24382187;K;BRAIRAN JOSSELYN;ORTIZ;LUENGO;-;-;0
18933800;8;KAORY LOUISE;SANTANA;PALLERO;-;-;0
14258008;3;JACKELINE FERNANDEZ;GARRIDO;DALANNAIS;-;-;0
17436296;6;HYBET RICHARDS;ONELL;STUDIER;-;-;0
9394880;5;AQUILINO BRANCO;PAVEZ;MORIS;-;-;0
15715010;5;DANGELLY ALMA;IRAOLA;ANTUNEZ;-;-;0
15265364;K;IRMA RITA;HUAIQUIMILLA;VÉLIZ;-;-;0
5245917;0;LUISA AYLIN;ABDALE;VILLA;-;-;0
24753281;2;MONSERRATT REBECA;VILLAVICENCIO;HUICHAQUEO;-;-;0
16893469;2;GESSELLE CAMELIA;GLADE;VALDENEGRO;-;-;0
21435997;8;NORIELA GILBET;PICASSO;GOIO;-;-;0
16983855;4;WILLIAMS FABRIZIO;LACHITT;FRANELICH;-;-;0
6369751;7;SIOMARA ERMELINDA;TIRADO;HIPP;-;-;0
5408361;2;NAIARA ANABELÉN;MOREN;HIJAZIN;-;-;0
8450985;0;ADRIAN SOLANGE;MARABOLI;BALANDA;-;-;0
9619890;5;MAIKOL BELÉN;SINOVCIC;PINO;-;-;0
19635435;9;ESTEFANIA MICSY;ITURRIAGA;CARVALLO;-;-;0
5241463;5;EDMUNDO SCARLET;ALCAINO;DOCKENDORFF;-;-;0
14225413;7;JELOIN MARGOT;ÁLVAREZ;FAJARDO;-;-;0
10563661;8;VALEZKA GISELLA;LARRAIN;BELLONI;-;-;0
12218494;3;KATERI RUBINA;JAIME;BASTÍAS;-;-;0
11110792;4;DANIE FLORISA;OCHOA;BEYER;-;-;0
20766297;3;EUGENI JULIO;DE RUYT;MANRÍQUEZ;-;-;0
14207987;K;JUANJOSE JAMILY;LORA;SANTA MARIA;-;-;0
18690104;5;ALEXANDER AIRY;BENAVIDES;JERALDO;-;-;0
8054105;7;POLETT ARIASELVA;LATTUS;OSSANDON;-;-;0
17230285;6;JAIM SOL;MOURGUES;DEL VALLE;-;-;0
10750903;2;EMMANUEL ELÍAS;CARRAMIÑANA;CABRERA;-;-;0
19817902;6;CHEUQUELEN MARBET;BOMBARDIERE;ARAMBURU;-;-;0
19370570;4;DARY YASSEL;PIMENTEL;AZAGRA;-;-;0
17902724;8;DESIREE DANICA;ENCINA;BRIONES;-;-;0
24650385;0;ÁLVARO EMANUEL;ALDAY;MUSSO;-;-;0
23825135;2;MORY GILBERTO;SANCHO;MONTE;-;-;0
12239335;K;ANTONIETA MERLY;ADAROS;MÁRQUEZ;-;-;0
5318054;1;PAMELA GUILIANA;VALVERDE;RUIZ DE GAMBOA;-;-;0
20999319;9;CLEFELINA LEONCIO;MALO;PAEZ;-;-;0
15102359;3;RAYENT ARELY;GAJARDO;PINTO;-;-;0
17597347;0;ILIAN JESSICA;URRIOLA;PUCH;-;-;0
25373122;4;ZAMAR KARENINA;ESPINOZA;SANI;-;-;0
22011940;5;LUCIA MACARINA;TALEP;GARDEL;-;-;0
13600164;0;DEDIOS ARIKI;BASUALTO;GARDEL;-;-;0
18368526;7;NECHMY LUBEN;URQUIETA;TERAN;-;-;0
10713955;5;GERARDO KARYNNA;VON BISCHOFFSHA;BERGEON;-;-;0
4640475;4;HALLEY NICCOLE;ROMO;BETHENCOURT;-;-;0
9973481;2;KHRISNA AMÉRICO;SANTIS;BECERRA;-;-;0
19215958;K;ESTEFANNY KAREN;DEISCHLER;OROSTICA;-;-;0
12281370;1;ANGELINA KEOMARA;ALAMO;MAGNERE;-;-;0
10585608;2;GIORGIO SABINNA;BERRIOS;ARLEGUI;-;-;0
16815592;7;ARIANNA IVANNI;PAVAT;LABBÉ;-;-;0
25381795;0;ERIC SEBASTIÁN;COURTIN;O'RYAN;-;-;0
4431573;K;ARCHIVALDO FERMIN;MUR;MATTOS;-;-;0
15821637;6;NÁYADET RAMON;AGURTO;FELIU;-;-;0
14901599;6;YENIFER GRACIELA;FUICA;ESCRICH;-;-;0
25387296;6;YARID GRIMANESA;VUSKOVIC;ALBURQUENQUE;-;-;0
10687514;5;RUTH NATHALY;ARANCIBIA;VENDITTI;-;-;0
16107931;1;BEATRI WALERIANNY;BORLANDO;ZEBALLOS;-;-;0
14275655;7;JAMILY NIBALDO;BAHAMONDES;OSPITAL;-;-;0
19446362;7;VINKA MACKARENA;WARLES;GENERAL;-;-;0
23942213;K;LISSET NIKOLA;JULIO;URZÚA;-;-;0
25183836;3;FRANCHESCA DEMARCO;DEL VILLAR;DEMARCO;-;-;0
12418141;3;IBRAHIM VALESKA;MAGNA;ARCAY;-;-;0
13444250;K;ALLIN JESUS;BARROS;CANIHUANTE;-;-;0
14327644;7;VERON CAMILLA;CARRILO;LETTURA;-;-;0
12926809;0;ABDIAS ANTONIA;LONCOMILLA;JORDAN;-;-;0
18981663;8;ROMINNA RAISA;ANDAUR;TOSSO;-;-;0
9571247;5;MARBEL FRANCISCO;SARTORIUS;MONRROY;-;-;0
14713117;K;KRISHNA EPIFANIA;ZÚÑIGA;APABLAZA;-;-;0
19672248;5;NALLABETH PLUSKAL;HIPP;ROZAS;-;-;0
11016476;4;ANÍBAL GRACIE;MELLER;OCARANZA;-;-;0
4231986;7;ISAIAS PROSIDIA;ANTILAO;VIVALLO;-;-;0
18555248;1;MARYORY BAYTIARE;ADASME;CARIPÁN;-;-;0
5887165;4;ANTONIA BELEN;DONDERS;QUIERO;-;-;0
4266844;8;SIGISFREDO ANDRÉA;VILLAROEL;ALIAGA;-;-;0
14635813;4;FELICIANO FRANKO;ALMONTE;PASSALACQUA;-;-;0
15638855;1;SANDRITH FELIP;WISNIA;CEJUDO;-;-;0
6620207;K;HENID NEO;MELO;ILABACA;-;-;0
23487285;0;ILSE HODETH;CANALES;NAHMÍAS;-;-;0
19489569;5;RUBÉN MARIANO;BOBADILLA;VANZETTI;-;-;0
9082867;K;ERNI ROMANINA;ARAGON;JOFRE;-;-;0
17475153;4;ESMILIAN OSCIEL;PAPAGALLO;ELICES;-;-;0
8767800;4;IGOR JEFERSON;BASCUÑÁN;BASUALDO;-;-;0
8872257;3;KATHRYNNA CAMILO;HERMAN;DECEBAL-CUZA;-;-;0
20771632;4;RAISA CRISTIA;MC-NIVEN;FRANETOVIC;-;-;0
10530989;6;ANAMARIA DALMA;O'KUINGHTON;MACHUCA;-;-;0
25047576;8;GIANCAR JANNIFFER;ASPEE;BALBONTÌN;-;-;0
17324958;2;AGUSTINA JESSICCA;PINO;DAUDEN;-;-;0
25097309;2;RONNIE SIMONE;BARRÍA;CERRUTTI;-;-;0
19008419;6;JOSECARO ERWIN;ARREDONDO;MARTIS;-;-;0
20802665;6;AISELLE CONSTANSA;MERINO;BETHENCOURT;-;-;0
14897569;6;ATILIANO YOLANDA;CAYUMÁN;VIAL;-;-;0
14626087;6;KIMI MILKA;DEVIANI;URTEAGA;-;-;0
22530431;K;DANNIELA DICARLO;ARENA;ANFRUNS;-;-;0
19152228;0;MARISO KENIA;QUIJADA;LLANCAS;-;-;0
20177004;6;KENYERIT JAEN;ERLER;LLAÑA;-;-;0
22278175;2;RAÚL ELUNEY;FUSTER;FACCUSE;-;-;0
13857766;1;HELENA AISELLE;LA REGLA;CISTERNAS;-;-;0
20376585;0;AAROM JODIE;PALZA;TUDELA;-;-;0
14796506;7;SANDRINO AND.;VIVAR;TIZNADO;-;-;0
17145870;7;EDGAR RAIMUNDO;ECHENIQUE;VALLADARES;-;-;0
12091127;8;NAIARA SCARLYN;SAENZ;BOGADO;-;-;0
6035387;7;DANYA NELDYS;TRAUB;BUSTAMANTE;-;-;0
23793226;7;GEORGIN ISAI;SALUM;SAPAJ;-;-;0
8795218;3;WALESKA LUCYNEIDE;CALVO;CATENA;-;-;0
12472755;4;SOFÍA EUGENI;MONTAGNA;OLATE;-;-;0
6660943;4;MILY JENSON;CARBONELL;PAILLALEF;-;-;0
24845605;9;STEPAHANIE DELROCÍO;AEDO;CHACC;-;-;0
5042928;2;SEBÁSTIAN KONSTANZA;ECHANIZ;HUENUL;-;-;0
19274220;6;CHRISTOFHER BELÉN;INDA;FIGUEREDO;-;-;0
12304332;9;MORY YENNY;AGÜERO;DEVAUD;-;-;0
18927984;2;MERY CHRISTIAAN;GRAMOLA;AVILÉS;-;-;0
11701972;4;ESTEFANIA MAIBEET;QUAPPE;BUSTOS;-;-;0
24752015;0;GIANELLA LEONA;HUIRCAPÁN;CANTILLANA;-;-;0
17293770;1;GABY BETZABE;POVEDA;VALLEJO;-;-;0
23094908;K;RENATTA NAYIBEL;RADIC;LINARES;-;-;0
7906197;0;OLDENIS EMILLE;CASANGA;TAMAYO;-;-;0
8200056;8;INÉS PATRICA;LETELIER;ARISTE;-;-;0
17539509;1;FABRIZIO DOMINIQUE;GRIGOROVIC;KLIMPEL;-;-;0
17689418;0;CLEMENTE ANDRINA;ORDENES;PUIG;-;-;0
9333144;8;JISSELE AMADIEL;MACHO;PONCE;-;-;0
13936604;7;JESABEL JESSICA;ANTIHUENO;ROCHET;-;-;0
10683330;2;CAMILLE ESTIVALYA;PERALTA;LATTUS;-;-;0
16692810;2;CINDY DENISSE;VEGLIA;NOULIBOS;-;-;0
12633879;2;AARON KATHRYNNA;TELLO;ZURITA;-;-;0
7068961;6;SUE VICTORIA;TRAUTMANN;TOLOSA;-;-;0
23095590;K;HAINZ INTI;1;BORLONE;-;-;0
7319067;1;FABRIZZIO ODETTE;VIVANCO;BALBOA;-;-;0
21493297;1;JAMILY GRITCHEL;CARRIEL;CALLE;-;-;0
11714562;1;DIORSA MAUREEN;WATANABE;FURKERT;-;-;0
10614817;1;JHOSELIN MALENKA;DUPRE;PEÑALOZA;-;-;0
8923236;9;EMANUEL AMÉRICO;MEYER;PUEBLA;-;-;0
25899265;0;KAROLAY NORMANDINY;ORMAZÁBAL;BLANC;-;-;0
9995365;9;GRACE ANDREE;PARAUD;CAVADA;-;-;0
22218956;9;MAIDA MARIAN;LÉPEZ;VILLAROEL;-;-;0
23250765;4;BERNARDA AAROM;PEYRESBLANQUES;FRITZLER;-;-;0
5833258;2;SIVONNEY GENAISSE;CORTÉS- MONROY;DOGGENWEILER;-;-;0
23734593;9;AXELL PIER;DAWSON;ACHIARDI;-;-;0
6060741;4;MIRIAN ZENAI;ILDEFONSO;SAFFIE;-;-;0
22028694;9;YANTHIL PIERIS;ORÓSTICA;LUSTIG;-;-;0
24775377;1;LORENZO ARIÓN;ARBUNIC;HUBERMAN;-;-;0
9120619;4;JULIÁN SASHA;BALIENTE DE LA BARRA;VERGARA;-;-;0
10044729;1;ELENA EMILE;CAROZZI;FLORIDO;-;-;0
11292868;9;FELIP ROMANINA;ORMAZÁBAL;MELLADO;-;-;0
16832615;0;YASMÍN DIANA;CAMINADA;BERRIOS;-;-;0
7572584;0;DANTE PLUSKAL;CALDERÓN;RENDOLL;-;-;0
4519082;K;INDULFO SANTOS;SAINT-JEAN;CATALAN;-;-;0
4247983;9;GLADYS KATINA;GHIO;LISPERGUER;-;-;0
22841052;1;FREDD DORA;CANO;NOLI;-;-;0
6703957;7;AMY ERIC;VICUÑA;HAMATI;-;-;0
20330036;2;ERICSON SEILYT;SAGUA;CHIANG;-;-;0
19414644;K;ORIELLE SELENE;FUENTES;WEBER;-;-;0
8539598;6;KATINA STEPHANY;KOHLE;COÑOEPAN;-;-;0
10248599;8;HAYDELI ALBERTINA;DENIS;LLANCAPÁN;-;-;0
11921199;1;ÁNGELA NICOLS;CHACANO;DE LA RIVERA;-;-;0
15686224;5;GIANINNA WELLINGTON;LUCERO;MELYS;-;-;0
6993018;2;MONICA ALLAN;VASQUEZ;EGAÑA;-;-;0
10412613;6;YOHANA LILIANE;BORGOÑO;ROSERO;-;-;0
20622578;9;RODRIGO VANIA;BENEVENTI;BLAMEY;-;-;0
6170416;7;ALE. BENNETT;MARRERO;BORDOY;-;-;0
7757903;K;PORFIRIO INGUIGUOL;BALHARRY;EGAÑA;-;-;0
24186078;4;CRISHNA SILAS;KRAUSS;WISNIA;-;-;0
10116290;6;AMOS PORFIRIO;VIEIRA;BISQUERTT;-;-;0
11882633;1;BENEDICTO ANYELINA;SIEVERS;TRUJILLO;-;-;0
16513143;6;MAGALY DALYS;SUKNI;MASCARO;-;-;0
12667629;1;GILDA ANASTACIA;CAMINADA;FISCHER;-;-;0
18839085;5;FLORENCIO GRICHKA;HUGEAT;POZAS;-;-;0
25763176;7;RENÁN EMA;LA FLOR;ÑANCO;-;-;0
9517010;6;ANAYS GABRIEL;CARCAMO;PASTORIZA;-;-;0
16653831;9;MANLIO CARINA;DENEGRI;MANGHI;-;-;0
14902585;0;RENATO JENNY;GEHL;FROSCHKE;-;-;0
19857128;7;MATTEO MARICEL;MASFERRER;SERVAT;-;-;0
4424814;0;QUILLEN ADRIANA;MELLA;PRAT;-;-;0
17377522;8;ZORAN JEANNETTE;DENEY;JILES;-;-;0
16005442;2;EUSEB VIOLETHA;ZÚÑIGA;KLEIN;-;-;0
16756037;3;JACOBO GRECIA;CARTES;BUSTOS;-;-;0
17813467;3;SANTI YOLANDA;CHÁVEZ;JANS;-;-;0
10627237;9;AMÉRICO CYNTHIA;VILLAGRÁN;HERBORN;-;-;0
10770959;1;TOMISLAV URBANO;JONES;PALLARES;-;-;0
19123405;5;SANDY ANAMARIA;ESCANDÓN;DAPIK;-;-;0
11300074;6;ISIDRO ANTOLIN;BARON;PUIG;-;-;0
15366552;8;MARY KAREM;WITTERSHEIM;ROSSEL;-;-;0
11785035;8;LISSETTE ALGUIRIA;LANGENBACH;MAURAS;-;-;0
13098977;3;SUIYI EVAR;FICHER;ORLANDI;-;-;0
25846611;4;GIOVANNA ALIN;PAZOS;MESINA;-;-;0
12427752;7;JASMINA ELESMA;ALUCEMA;PUEBLA;-;-;0
15877997;4;ROSER OLGA;PALAMARA;COYOPAE;-;-;0
13844414;2;JARELLY KATTHERINE;TERAWAKI;SMITH;-;-;0
6898915;1;KENDRA YACIARA;TRAUB;VILLAMAN;-;-;0
7716169;7;ALDOLFO ROMINA;ARMETTA;SAINTARD;-;-;0
11232536;6;NAHARA MILKO;CORBALÁN;ACHAVAR;-;-;0
7415738;7;ANA GRACIA;FAJARDO;ZANOTTI;-;-;0
11593081;6;GIANCARLO PROSIDIA;ROHRBECK;CALABRÁN;-;-;0
11299221;5;INDULFO NERY;FARIÑA;THEZA;-;-;0
13440515;7;GEOVANA ESTHEFANI;NOCHES;BARCELÓ;-;-;0
9137371;5;GEOVANA GRETCHEN;PAGANI;VELÁSQUEZ;-;-;0
14433840;9;LISETTE MAIBEET;GÓMEZ;DEVIANI;-;-;0
24429174;9;JAKELIN AGUSTÍN;MONTENEGRO;PREMINGER;-;-;0
15125669;1;BERNI STABRIN;SOLÍS;MARIN;-;-;0
16349104;9;ARANZA YANTHIL;MARRERO;LUNA;-;-;0
6558796;3;STEFANOS ARIEL;ALIAGA;CACERES;-;-;0
11500546;K;KIMIE RITA;SALVO;SALAMANCA;-;-;0
6974569;5;ANDRESSA TRACY;BASSI;GALVEZ;-;-;0
5890068;7;TAIS FRANCIA;GAETE;CHÁVEZ;-;-;0
6245336;4;ENMARYS DELROCÍO;HOLGADO;ARGANDOÑA;-;-;0
14665398;1;STEVE KATHYNNA;BALANDA;CALLE;-;-;0
21582042;K;MIXCY TITO;MORGADO;SAPIAINS;-;-;0
15185808;5;ZORAN GIANCARLO;RIVILLO;MALATESTA;-;-;0
10193867;4;KIARA ELCIRA;OLEA;GARDEL;-;-;0
15018748;6;CARINA ALESSANDRA;POWELL;RICHTER;-;-;0
15331507;9;MASSIEL AIRY;OLMOS;STUARDO;-;-;0
18765489;3;MARIELLY BERNARDITA;CADIZ;GARCES;-;-;0
8021705;0;VALENTÍN MIRNA;ENAKIHIE;HUENCHUÑAN;-;-;0
19044727;0;DENISE MIHOVIL;COTTET;EPIFANI;-;-;0
9357022;1;YISLEYM ENGEL;BASAY;KACHELE;-;-;0
11337854;6;ANNAIS TANIA;ISLA;ABARZA;-;-;0
17723360;4;JOCSAN AILYN;VIDAL;DOGGENWEILER;-;-;0
21124018;3;ESCARLETT BENJAMÍN;SAGREDO;MARZUQA;-;-;0
17809690;2;JESSICA LORNA;HICKS;HIJAZIN;-;-;0
21043581;2;GIOVANA PRISILA;SANTELICES;STORMESAN;-;-;0
23639203;6;AGHATA NAHARA;PONTIGO;LAVIN;-;-;0
17603358;9;MARLOS EVANS;ODE;BARRUETOS;-;-;0
11542829;6;DARLENE MARTHA;ATANASSOV;NATIVIA;-;-;0
13488316;6;CAROLIN INDRY;ESPÍNOLA;ARAUCO;-;-;0
11318937;3;LIBERA ERMELINDA;BORGOÑO;MERINO;-;-;0
4903264;2;VICTOR GIULISSA;CRAIG;HOFMANN;-;-;0
10555684;7;GEORGEANA STEFANI;DEPAUX;REVILLA;-;-;0
6570074;1;MICAL MARLENNE;JOIGNANT;LEYTON;-;-;0
13591032;2;THIARE ALLAN;BLANCO;RABELO;-;-;0
10230999;0;JEAN OSMAR;PARRAGUEZ;RUGGIERO;-;-;0
11996759;4;GYSSEL JEAN;CANTILLAN;TAMBORINO;-;-;0
23469870;9;NELLY HERMIONE;BUNOUT;ZANOTTI;-;-;0
24401968;K;MERICIA MANDA;ARBUNIC;PITRÓN;-;-;0
10262928;8;MIKELA ESCARLETT;ESCÁRATE;NEGRÓN;-;-;0
8115280;4;JUANA DARLHYN;LINCO;ORTEGO;-;-;0
5910877;6;RONINIE LAUTARO;LEDEZMA;ISUIZA;-;-;0
19965543;5;MARIA SHANNEN;LEVIO;IRRIBARRA;-;-;0
13606215;2;BORIS ORIANA;CUELLAR;GUIXE;-;-;0
9117330;8;ARCHIVALDO OBRIEL;BOSTELMANN;ACUNIS;-;-;0
18328010;0;MARIELA VINCENT;CIUDAD;PEÑA;-;-;0
12794865;8;CARLITA EDUARDO;DUBO;SELMAN;-;-;0
10398255;2;LINJA DAN;LLANCA;HARRISON;-;-;0
9847938;9;GILMAR RONEY;BASAY;BUZADA;-;-;0
5024356;4;PASCALLE MARCOS;CHACC;VALDEBENITO;-;-;0
19405673;8;BRILLITTE OSMAR;SCHAFER;SHATS;-;-;0
25174845;7;KARECZA EGON;THOMPSON;BALICH;-;-;0
23557586;9;MAGALY ELIAN;CROS;DONCKASTER;-;-;0
7841368;2;HELENA FIDEL;CHOMALI;RUIZ TAGLE;-;-;0
22390474;2;FELIX ELIANA;MARCEL;ROSERO;-;-;0
10435996;0;MIREYA VIERA;URBINA;GUAJARDO;-;-;0
25864322;7;MYRTHA MELANNIE;CAROZZI;SAFFIE;-;-;0
11175122;1;PABLO TRISTAN;SARTORIUS;GIANNINI;-;-;0
12590833;8;FABRIZZIO GLEN;SANTIBAÑEZ;AGUERO;-;-;0
19747379;K;IVICA KAREN;LORCA;TRABUCCO;-;-;0
21690226;8;GRISEL GEORGE;TARIFEÑO;PORTIÑO;-;-;0
13429989;K;MAXWELL SHAJAR;CATENA;ASSEF;-;-;0
19934299;9;CRISTI AYLEEN;MARCEL;ZAROR;-;-;0
18062126;K;YOCELYN PRISCILA;ITER;HUMAÑA;-;-;0
19515783;9;DENNISE DIVA;LANTADILLA;SAGUA;-;-;0
13695060;4;THABATTA SOLANO;VODANOVIC;NARVAEZ;-;-;0
19195116;5;JUANITA ISIDORA;ALVEAL;GROLLMUS;-;-;0
16376349;5;IGOR SOLED;DALANNAIS;FONTECILLA;-;-;0
21409544;9;YASMINE ARIKI;BLAMEY;CARRIMÁN;-;-;0
17923320;6;YESICA TAHIS;WARNER;BALHARRY;-;-;0
9823778;5;ALIN SUELI;SALFATE;HUMERES;-;-;0
23186913;3;ELIZABETH ALE.;SOTELO;ORÓSTICA;-;-;0
23345234;2;ABIGAIL YISEL;CHÁVEZ;VALLE;-;-;0
18771057;5;YASNA ANAÍS;CASAS CORDERO;TARRAGO;-;-;0
20747566;7;VANESSA ANGELLI;MAGERKUTE;OLIVERO;-;-;0
12922603;4;BORIS AMARO;LAFLOR;LAM;-;-;0
17339352;6;CHRISTOFER LINA;GALLEGO;ARQUEROS;-;-;0
13433428;3;YAMNA CATARÍ;BRILLAY;ESPARZA;-;-;0
5050836;6;BÁRBARA NICOLL;VERNAL;VACCARELLA;-;-;0
15453941;2;CASANDRA KARYN;CICKOVIC;HASENLECHNER;-;-;0
15027680;4;ENRIQUEZ PIERO;COLIHUINCA;JAULLAC;-;-;0
4526864;3;ANGELINA KARECZA;CONSTENLA;PEREDA;-;-;0
23338582;9;MAIKEL KIMIE;ELGUETA;MADARIAGA;-;-;0
