503645|14275655|2010-02|N|Sin Bloqueo|2010-02|2010-02|INGRESO|ESTUDIANTE NO VIGENTE
410758|19446362|1989-01|S|ALUMNO EGRESADO|1994-02|1989-01|INGRESO|ESTUDIANTE NO VIGENTE
421343|23942213|2006-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO|2006-02|2006-01|INGRESO|ESTUDIANTE NO VIGENTE
478754|25183836|1983-01|S|BLOQUEO POR NO INSCRIPCION|1987-01|1983-01|INGRESO|ESTUDIANTE NO VIGENTE
463031|12418141|2003-01|N|Sin Bloqueo|2009-01|2009-01|10|ESTUDIANTE NO VIGENTE
552449|13444250|1985-01|S|BLOQUEO POR NO INSCRIPCION|1998-01|1985-01|INGRESO|ESTUDIANTE NO VIGENTE
564320|14327644|2006-01|S|BLOQUEO POR NO INSCRIPCION|2010-02|2010-02|10|ESTUDIANTE NO VIGENTE
619819|12926809|2011-01|S|ALUMNO LICENCIADO|2018-01|2018-01|LICENCIATURA|EXALUMNO
451978|18981663|2018-01|S|ALUMNO EGRESADO|2022-02|2022-02|10|ESTUDIANTE NO VIGENTE
619981|9571247|2012-01|N|Sin Bloqueo|2016-01|2015-01|4|ESTUDIANTE NO VIGENTE
383388|14713117|1992-01|S|BLOQUEO POR NO INSCRIPCION|2000-01|1992-01|INGRESO|ESTUDIANTE NO VIGENTE
546343|19672248|2002-01|S|BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION||2002-01|INGRESO|ESTUDIANTE NO VIGENTE
565377|11016476|2001-01|S|ALUMNO CON DEUDA MOROSA||2001-01|INGRESO|ESTUDIANTE NO VIGENTE
639062|4231986|2006-01|S|ALUMNO CON DEUDA MOROSA|2006-01|2006-01|INGRESO|ESTUDIANTE NO VIGENTE
454292|18555248|2014-01|S|ALUMNO CON DEUDA MOROSA|2014-01|2014-01|INGRESO|ESTUDIANTE NO VIGENTE
605690|5887165|2007-01|S|SUSPENSION DE ESTUDIOS||2007-01|INGRESO|ESTUDIANTE NO VIGENTE
508059|4266844|2003-01|S|SUSPENSION DE ESTUDIOS||2003-01|INGRESO|ESTUDIANTE NO VIGENTE
487670|14635813|1996-01|S|BLOQUEO POR NO INSCRIPCION|1996-02|1996-01|INGRESO|ESTUDIANTE NO VIGENTE
483336|15638855|2003-01|S|BLOQUEO POR NO INSCRIPCION|2003-02|2003-01|INGRESO|ESTUDIANTE NO VIGENTE
551310|6620207|1983-01|S|ALUMNO EGRESADO|1997-01|1997-01|10|ESTUDIANTE NO VIGENTE
439359|23487285|2001-01|S|BLOQUEO POR NO INSCRIPCION|2002-01|2001-01|INGRESO|ESTUDIANTE NO VIGENTE
531410|19489569|1992-01|S|BLOQUEO POR NO INSCRIPCION|1999-01|1992-01|INGRESO|ESTUDIANTE NO VIGENTE
610638|9082867|2007-01|N|Sin Bloqueo|2011-02|2011-02|LICENCIATURA|EXALUMNO
499344|17475153|2002-01|S|ALUMNO EGRESADO|2006-02|2006-02|10|ESTUDIANTE NO VIGENTE
395350|8767800|2003-01|S|BLOQUEO POR NO INSCRIPCION|2003-02|2003-01|INGRESO|ESTUDIANTE NO VIGENTE
612049|8872257|2007-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS|2010-01|2007-01|INGRESO|ESTUDIANTE NO VIGENTE
632012|20771632|2004-01|S|BLOQUEO POR NO INSCRIPCION|2007-01|2006-02|4|ESTUDIANTE NO VIGENTE
596594|10530989|1991-01|S|BLOQUEO POR NO INSCRIPCION|1999-01|1999-01|10|ESTUDIANTE NO VIGENTE
520393|25047576|2000-01|S|BLOQUEO POR NO INSCRIPCION|2000-02|2000-01|INGRESO|ESTUDIANTE NO VIGENTE
389330|17324958|2002-01|S|ALUMNO EGRESADO|2006-02|2006-02|10|ESTUDIANTE NO VIGENTE
557627|25097309|1996-01|S|BLOQUEO POR NO INSCRIPCION|1996-02|1996-01|INGRESO|ESTUDIANTE NO VIGENTE
466647|19008419|2003-01|S|BLOQUEO POR NO INSCRIPCION|2004-01|2004-01|INGRESO|ESTUDIANTE NO VIGENTE
635348|20802665|2003-01|S|CAMBIO DE PLAN O CARRERA|2003-02|2003-01|INGRESO|ESTUDIANTE NO VIGENTE
568077|14897569|2005-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO|2005-02|2005-01|INGRESO|ESTUDIANTE NO VIGENTE
602748|14626087|2016-01|S|ALUMNO EGRESADO|2023-01|2023-01|10|ESTUDIANTE NO VIGENTE
582417|22530431|2000-01|S|BLOQUEO POR NO INSCRIPCION|2000-02|2000-01|INGRESO|ESTUDIANTE NO VIGENTE
556567|19152228|2007-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO|2008-02|2007-01|INGRESO|ESTUDIANTE NO VIGENTE
574692|20177004|1996-01|S|ALUMNO EGRESADO|2000-02|1996-01|INGRESO|ESTUDIANTE NO VIGENTE
375651|22278175|1991-01|S|ALUMNO CON DEUDA MOROSA|2004-01|2003-01|8|ESTUDIANTE NO VIGENTE
592856|13857766|1983-01|S|ALUMNO EGRESADO|1990-01|1989-01|10|ESTUDIANTE NO VIGENTE
615516|20376585|2004-01|S|ALUMNO CON DEUDA MOROSA|2004-02|2004-01|INGRESO|ESTUDIANTE NO VIGENTE
410750|14796506|2004-01|S|ALUMNO EGRESADO|2008-01|2008-01|4|ESTUDIANTE NO VIGENTE
377518|17145870|2004-01|S|CAMBIO DE PLAN O CARRERA|2007-01|2007-01|8|ESTUDIANTE NO VIGENTE
516073|12091127|2007-01|S|ALUMNO CON DEUDA MOROSA|2007-01|2007-01|INGRESO|ESTUDIANTE NO VIGENTE
369059|6035387|2006-01|S|BLOQUEO POR NO INSCRIPCION|2008-02|2008-02|3|ESTUDIANTE NO VIGENTE
628568|23793226|2007-01|N|Sin Bloqueo|2011-02|2011-02|10|ESTUDIANTE NO VIGENTE
480133|8795218|2005-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS|2005-02|2005-01|INGRESO|ESTUDIANTE NO VIGENTE
486359|12472755|2006-01|N|Sin Bloqueo|2015-02|2015-02|10|ESTUDIANTE NO VIGENTE
404669|6660943|1991-01|S|ALUMNO EGRESADO|2000-01|1991-01|INGRESO|ESTUDIANTE NO VIGENTE
573583|24845605|1991-01|S|BLOQUEO POR NO INSCRIPCION|1996-02|1991-01|INGRESO|ESTUDIANTE NO VIGENTE
643261|5042928|2013-01|S|ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS|2017-02|2016-02|5|ESTUDIANTE NO VIGENTE
631988|19274220|2012-01|N|Sin Bloqueo|2022-02|2022-02|LICENCIATURA|EXALUMNO
502691|12304332|1996-01|S|BLOQUEO POR NO INSCRIPCION|1998-01|1996-01|INGRESO|ESTUDIANTE NO VIGENTE
521681|18927984|1991-01|S|BLOQUEO POR NO INSCRIPCION|1993-01|1991-01|INGRESO|ESTUDIANTE NO VIGENTE
446485|11701972|1991-01|S|BLOQUEO POR NO INSCRIPCION|1997-02|1991-01|INGRESO|ESTUDIANTE NO VIGENTE
581025|24752015|2005-01|S|SUSPENSION DE ESTUDIOS|2005-01|2005-01|1|ESTUDIANTE NO VIGENTE
